COMPANY NAME,WEBSITE,STREET ADDRESS,CITY,STATE,ZIP,PHONE,EMAIL,INTERNSHIP MENTOR,INTERNSHIP TOPIC,MAJORS,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
Columbia University P&S Building ,,630 west 168th street,New York City,NY,10032,212-305-6708,Dr2240@cumc.columbia.edu,Diane Re,Biology,Medical,,,,,,,,,,,,,,,,
Holy Name Medical Center,www.holyname.org,718 Teaneck Rd,Teaneck,NJ,7666,2018333000,volunteers@mail.holyname.org,Marie Berthou,Surgical Department,Commercial Arts,,,,,,,,,,,,,,,,
Bergen County Treasures Office,Bergen.org,1 Bergen County Plaza,Hackensack ,NJ,7601,201-336-6555,jluppino@co.bergen.nj.us,Joe Luppino,Budget analysis,Research/Other,,,,,,,,,,,,,,,,
Agentry PR,https://www.agentrypr.com/ ,27th W 20th Street ,New York ,NY,10011,2129242276,info@agentrypr.com,Sally  Ruan,Fashion Public Relations ,Fashion,,,,,,,,,,,,,,,,
Power Clean Meals,https://www.pcmeals.com/,19 Central Avenue ,Midland Park,NJ,7432,(201)214-3179,pcmealsusa@gmail.com,Madeline  Powers,Culinary and Management ,Culinary,,,,,,,,,,,,,,,,
Holy Name Medical Center,www.holyname.org,718 Teaneck Road,Teaneck,NJ,7666,201-833-3000 ,info@holyname.org,Marie Berthou,Medical (Endoscopy),Medical,,,,,,,,,,,,,,,,
K-Deer,https://www.k-deer.com,174 Westwood Avenue,Westwood,NJ,7675,201-497-3333,info@k-deer.com,Kristine Deer,Fashion,Fashion,,,,,,,,,,,,,,,,
Hackensack University Medical Center,https://www.hackensackumc.org/,30 Prospect Ave,Hackensack,NJ,7601,5519962000,,Joseph Cerbone,Biomedical Engineer,Medical,,,,,,,,,,,,,,,,
Sterling Medical Devices,https://sterlingmedicaldevices.com/,17 Legion Pl,Rochelle Park,NJ,7662,201-227-7569,info@sterlingmedicaldevices.com,Liz Hickey,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Sterling Medical Devices,https://sterlingmedicaldevices.com/,17 Legion Pl,Rochelle Park,NJ,7662,120-164-2234, info@sterlingmedicaldevices.com,Alexander Caine,Sales,Research/Other,,,,,,,,,,,,,,,,
New Jersey Superior Court - Civil Division,https://njcourts.gov/courts/vicinages/bergen.html,10 Main St. ,Hackensack,NJ,7601,201-221-0700,melanie.franco@njcourts.gov,Joan  Murray ,Judicial,Law,,,,,,,,,,,,,,,,
Kean University - Coniglio Lab,,1000 Morris Avenue,Union,NJ,7083,(908)737-5326 x77216,coniglsa@kean.edu,Salvatore Coniglio,Cancer Research,Research/Other,,,,,,,,,,,,,,,,
TGP Fulfillment Corporation,www.tgpfulfillment.com,333 16th Street,Carlstadt,NJ,7072,(201)438-0519,scho@tgpfulfillment.com,Junil Cho,E-Commerce,Research/Other,,,,,,,,,,,,,,,,
Montclair State University School Of Communication And Media,monclair.edu/scm,1 Normal Ave,Monclair,NJ,7043,(973) 655-4000,lemesianoc@montclair.edu,Christine Lemesianou,Communication & Media,Digital Media,,,,,,,,,,,,,,,,
Liberty Science Center,lsc.org,222 Jersey City Boulevard,Jersey City,NJ,7305,2012001000,volunteer@lsc.org,Juliann Muller,Volunteer,Research/Other,,,,,,,,,,,,,,,,
Japanese Children's Society,https://japaneseschool.org/,8 West Bayview Avenue Englewood Cliffs,Englewood Cliffs,NJ,7632,(201)947-4832,info.nyikuei@gmail.com,Masahiro Kozuma,Assistant English Teacher,Research/Other,,,,,,,,,,,,,,,,
Fine Art Velox Inc.,https://www.fineartimagingnyc.com/,330 West 42nd Street 16th Floor,New York,NY,10036,2126295454,george@fineartimagingnyc.com,George Saraydarian,"Art, Design, Packaging",Commercial Arts,,,,,,,,,,,,,,,,
One River School of Art and Design,https://englewood.oneriverschool.com/,49 N. Dean Street,Englewood,NJ,7631,2012665244,englewood@oneriverschool.com,Leela Prendergast,"Marketing, Exhibitions, and Education","Computer Science, Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Bergen Volunteer Medical Initiative,bvmi.org,75 Essex Street ,Hackensack,NJ,7430,201-342-2478,info@bvmi.net,Elaine Posner,Health Services,Medical,,,,,,,,,,,,,,,,
Hackensack University Medical Center,https://www.hackensackumc.org/health-professionals/education-training/volunteer-programs/,30 Prospect Avenue,Hackensack ,NJ,7601,201-996-2000,Catherine.Dipasquale@hackensackmeridian.org,Catherine Dipasquale,Hackensack University Medical Center,"Computer Science, Medical",,,,,,,,,,,,,,,,
Lamont-Doherty Earth Observatory,https://www.ldeo.columbia.edu/,61 Route 9W,Palisades,NY,10964,(845) 359-2900,cjasper@ldeo.columbia.edu,Claire Jasper,Geoscience,Research/Other,,,,,,,,,,,,,,,,
"LebaTex, Inc.",https://www.lebatex.com,501 Airport Executive Park,Nanuet,NY,10954,888-953-2283,LebaTexHelp@lebatexinc.com,Dawn Bernstein,Pattern Design and Textile Marketing,"Digital Media, Business & Finance, Commercial Arts",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,njit.edu,University Heights,Newark,NJ,7102,973-596-2444,marhaba@njit.edu,Jay Meegoda,Civil Engineering Research,"Automotive Engineering, Aerospace Engineering, Research/Other",,,,,,,,,,,,,,,,
State Farm: Tom Flynn,https://www.statefarm.com/agent/US/NJ/Oradell/Tom-Flynn-FX11V1YS000,282 Kinderkamack Rd Ste C,Oradell,NJ,7649,201-262-6640,tom.flynn.h3ka@statefarm.com,Tom Flynn,Insurance,Research/Other,,,,,,,,,,,,,,,,
Rusk Rehabilitation at NYU Langone Health,,240 E 38th Street,New York,NY,10016,212-263-6033,rusk.info@gmail.com,John-Ross Rizzo,Software Development,Computer Science,,,,,,,,,,,,,,,,
The Valley Hospital ,https://www.valleyhealth.com/,223 N Van Dien Ave,Ridgewood,NJ,7450,201-447-8000,kmiller4@valleyhealth.com,Katie  Miller,Hospital Intern,"Computer Science, Medical",,,,,,,,,,,,,,,,
Saddle Brook High School,www.sbpsnj.org ,355 Mayhill Street,Saddle Brook,NJ,7663,(201)-843-2880,www.sbpsnj.org,Colleen  Sharpe,8th Grade Language Arts Teacher Aid ,"Computer Science, Commercial Arts",,,,,,,,,,,,,,,,
The Fig Leaf,Www.thefigleafboutique.com,98 West Pleasant Avenue,Maywood,Nj,7601,2018805514,Thefigleafboutique@me,Lynn Primavera,Fashion ,Fashion,,,,,,,,,,,,,,,,
Integrated Dental Systems ,https://www.idsimplants.com,145 Cedar Lane Ste 205,Englewood,NJ,7631,8662775662,sara.park@idsimplants.com,Sara Park,Accounting/Marketing ,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
One River School of Art and Design - Allendale,https://allendale.oneriverschool.com/,319 Franklin Turnpike,Allendale,NJ,7401,2014661372,allendale@oneriverschool.com,David  Shin,Graphic Design & Digital Marketing,"Computer Science, Digital Media, Business & Finance, Commercial Arts",,,,,,,,,,,,,,,,
Sound On Sound Studios,http://www.soundonsoundstudios.com/,"1 Greenwood Avenue, Ste. 210 ",Montclair,NJ,7042,(212) 944 5770,info@soundonsoundstudios.com,Tony Drootin,Sound Engineering and Music Production,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
AIG Investments,www.aig.com,80 Pine Street,New York,NY,10005,212-458-6779,stephen.cheng.@aig.com,William Keithler,Business,Business & Finance,,,,,,,,,,,,,,,,
New Horizan Financial Corporation,http://newhorizonfinancial.com/,320 Palisade Ave,Bogota,NJ,7603,201-489-1118,nhf@ae.cadaretgrant.com,Edward Sweeney,Finance,Business & Finance,,,,,,,,,,,,,,,,
Bergen County Sheriff's Department ,https://www.bcsd.us/outreach,2 Bergen County Plaza,Hackensack,NJ,7601,(201)336-3540,alopez@bcsd.org,Amanda Lopez,Community Outreach Unit,Computer Science,,,,,,,,,,,,,,,,
Minuteman Press,https://www.na.minutemanpress.com/,104 Ridge Road,North Arlington,NJ,7031,2019911030,art1@minutemanpress.com,Michelle Florea,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Bergen County Sheriff's Office,https://www.bcsd.us/,2 Bergen County Plaza,Hackensack,NJ,7601,(201) 336-3500,,Amanda Lopez,Community Outreach Unit,Computer Science,,,,,,,,,,,,,,,,
NJIT,https://physics.njit.edu/faculty/ravindra,323 Dr M.L.K. Jr. Blvd,Newark,NJ,7102,973-596-3000,n.m.ravindra@njit.edu,Nuggehalli Ravindra,Research Intern,Research/Other,,,,,,,,,,,,,,,,
Choi Art LLC,choiartstudio.com,553 Shaler Blvd,Ridgefield,NJ,7657,2012133655,gumgogi@gmail.com,Hye Kyoung Choi,Assistant,Research/Other,,,,,,,,,,,,,,,,
NJIT,njit.edu,200 Central Ave #204,Newark,NJ,7114,973-596-3333,dibakar.datta@njit.edu,Dibakar Datta,Material Mechanical Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
JAG-ONE Physical Therapy,jagonept.com,433 Hackensack Avenue,Hackensack ,NJ,7601,201-880-5930,info@jagonept.com,Jeffery Rigby,Physical Therapy,Medical,,,,,,,,,,,,,,,,
Rensport Motor Works,,83 Burlews CT,Hackensack,NJ,7601,201-489-5577,spuleio@rennsportmotorworks.com ,Sal Puleio,Automotive ,Automotive Engineering,,,,,,,,,,,,,,,,
Bergen Volunteer Medical Initiative,https://www.bvmi.org/,"75 Essex Street, Suite 100",Hackensack,NJ,7601,201-342-2478,info@bvmi.net,Elaine Posner,Administrative Intern,Research/Other,,,,,,,,,,,,,,,,
Jet Direct Mortgages (previously United Northern),https://unitednorthern.com/,630 Mola Boulevard ,Elmwood Park,NJ,7407,201-368-1200,commissionermother@gmail.com,Sherry Delorme,"Mortgaging, Loans, Financing",Research/Other,,,,,,,,,,,,,,,,
Law Office of Angelita De Silva,,632B Undercliff Avenue,Edgewater,NJ,7020,201-560-0281,desilvalaw@verizon.net,Angelita De Silva,Law,Law,,,,,,,,,,,,,,,,
Bergen County Division of Information Technology,https://www.co.bergen.nj.us/information-technology,"One Bergen County Plaza, Room 565",Hackensack,NJ,76301,201-336-6600,DFerrer@co.bergen.nj.us,David Ferrer,Networking,Computer Science,,,,,,,,,,,,,,,,
Demarest Middle School,https://nj01001706.schoolwires.net/Domain/8,568 Piermont Rd,Demarest,NJ,7627,(201) 768-6061,rubertod@nvnet.org,Danielle Ruberto,Teacher Assistant/ Aid,Computer Science,,,,,,,,,,,,,,,,
Joseph M. Sanzari Inc. Highway and Heavy Construction,,100 W Franklin St,Hackensack,NJ,7601,2013426895,jgraffigna@jmsanzari.com,Paul Sarlo,Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Royal Master Grinders,https://royalmaster.com/,143 Bauer Drive,Oakland ,NJ,7436,201-337-8500,lab@royalmaster.com,Kevin  Jobes,Centerless Grinding,Research/Other,,,,,,,,,,,,,,,,
It's Delicious Desserts,,213 Main Street ,Ridgefield Park,NJ,7660,646-242-5127,Orders@itsdeliciousdesserts.com,Cristal Paredes,Culinary,Culinary,,,,,,,,,,,,,,,,
Hackensack Meridian Health Hackensack University Medical Center,,30 Prospect Avenue,Hackensack,NJ,7601,5519962000,lindsey.boss@hackensackmeridian.org,Lindsey Boss,Data Analysis ,Research/Other,,,,,,,,,,,,,,,,
Latitude Showroom,http://www.latitudeshowroom.com,"231 W 39th Street, Suite 203",New York City,NY,10018,212-997-8900,info@latitudeshowroom.com,Terry Vidal,Fashion,Fashion,,,,,,,,,,,,,,,,
NJIT,http://www.njit.edu,323 Dr M.L.K. Jr. Boulevard: Faculty Memorial Hall Room 401C,Newark,NJ,7102,(973)596-3000,leonid.tsybeskov@njit.edu,Cong Wang,Robotics and Control Systems,Research/Other,,,,,,,,,,,,,,,,
RGTV,www.rgtv.tv,1 Bridge Street,Irvington,NY,10533,(212)213-4004,info@rgtv.tv,Roman Gackowski,Film and Television Production,Research/Other,,,,,,,,,,,,,,,,
In-Tech Services LLC,www.in-techservices.com,70 E. Palisade Ave.,Englewood,NJ,7631,201-894-5545,molly@in-techservices.com,Molly Sirisewakun,Computer Refurbishing,Computer Science,,,,,,,,,,,,,,,,
Hackensack University Medical Center ,,30 Prospect Ave,Hackensack,NJ,7601,5519962000,sanjeev.kaul@hackensackmeridian.org,Sanjeev Kaul,Trauma Department,Commercial Arts,,,,,,,,,,,,,,,,
,,718 Teaneck Rd,Teaneck,NJ,7666, (201) 288-7800,Peninahowino@gmail.com,Marie  Berthou,Hospital Intern,"Computer Science, Medical",,,,,,,,,,,,,,,,
Suite Paperie,https://www.suitepaperie.com/,"20 Wilsey Square, 2nd floor",Ridgewood,NJ,7450,2016323121,janelim801@gmail.com,Becca Goldberg,Graphic Design,"Digital Media, Commercial Arts",,,,,,,,,,,,,,,,
Zakrzewski Lab,https://hmh-cdi.org/our-team/zakrzewski-lab/,340 Kingsland Street,Nutley,NJ,7110,(201) 880-3100,Johannes.Zakrzewski@hmh-cdi.org,Johannes Zakrzewski,Cancer Immunotherapy Research,"Medical, Research/Other",,,,,,,,,,,,,,,,
Ghajari Noushin DDS,,"2175 Lemoine Ave, Ste 301",Fort Lee,Nj,7024,201-302-9844,nghajaridds@gmail.com,Lucy Kim,Pediatric Dentistry ,Medical,,,,,,,,,,,,,,,,
Candidate for Congress,https://www.surajpatel.nyc/,170 Avenue B,New York,NY,10009, 646-737-4236,george@surajpatel.nyc,George Rodriguez,Finance,Business & Finance,,,,,,,,,,,,,,,,
American Museum of Natural History,https://www.amnh.org/ ,200 Central Park West,New York City,NY,10024,212-769-5100,marnold@amnh.org,Margaret Arnold,Herpetology Intern,"Medical, Research/Other",,,,,,,,,,,,,,,,
Starbucks,https://www.starbucks.com/store-locator/store/10479/northvale-nj-271-b-livingston-st-daibes-square-at-northvale-nor,271B Livingston St.,Norwood,NJ,7647,201-767-0026,us1155960@starbucks.com,Catherine  Mckinley,Food Retail,"Computer Science, Culinary",,,,,,,,,,,,,,,,
Little Ferry Free Public Library,littleferry.bccls.org,239 Liberty St,Little Ferry,NJ,7643,(201) 641-3721,lifycirc@bccls.org,Olivia Vozza,Library Assistant,Research/Other,,,,,,,,,,,,,,,,
Little Ferry Free Public Library,littleferry.bccls.org,239 Liberty St,Little Ferry,NJ,7643,2016413721,lifycirc@bccls.org,Olivia Vozza,Library Assistant,Research/Other,,,,,,,,,,,,,,,,
Eighty6,https://eighty6.agency/,78 John Miller Way,Kearny,NJ,7029,2015892201,evan@eighty6.agency,Evan Eagleson,Digital Agency Marketing and Graphic Design,"Computer Science, Digital Media, Business & Finance, Commercial Arts",,,,,,,,,,,,,,,,
Hilton Garden Inn Ridgefield Park,https://hiltongardeninn3.hilton.com/en/hotels/new-jersey/hilton-garden-inn-ridgefield-park-LGARPGI/index.html,70 Challenger Rd,Ridgefield Park,NJ,7660,201-641-2024,arpit.shah2@hilton.com,Arpit Shah,Hotel/Hospitality Administration,"Computer Science, Medical",,,,,,,,,,,,,,,,
"Eastern Millwork, Inc",www.eastern-millwork.com,143 Chapel Avenue,Jersey City,NJ,7305,2014519510,info@eastern-millwork.com.,Regi Mulla,Woodworking and Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Bergen County Academies Nanotech Lab,Bergen.org,200 Hackensack Ave,Hackensack,NJ,7601,(201) 343-6000,deokim@bergen.org,Deok-Yang Kim,Use of an SDS Page to Analyse Gels,Research/Other,,,,,,,,,,,,,,,,
Hackensack University Medical Center,https://www.hackensackumc.org/,30 Prospect Avenue,Hackensack,NJ,7601,5519962000,hackensackmeridian.org,Joe Cerbone,Biomedical Engineering,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
Clifton Medical Center, cliftonmedicalcenter.com,1003 Main Avenue,Clifton,NJ,7011,(973)-777-9595,cliftonmedicalctr@gmail.com,Sam  Taulistan,Data Collection,Research/Other,,,,,,,,,,,,,,,,
Finesse Diamonds Corp.,www.finessediamonds.com,590 5th Ave. ,New York,NY,10036,(212) 391-5445,info@finessediamonds.com,Steven Gad,Photography,Digital Media,,,,,,,,,,,,,,,,
Hilton Woodcliff Lake,woodcliff.hilton.com,200 Tice Boulevard,Woodcliff Lake,NJ,7677,(201)-391-3600,wodhi-salesadm@hilton.com,Jennalisse Rosas,Accounting,Business & Finance,,,,,,,,,,,,,,,,
Ted Klum Mouthpieces,https://www.tedklum.com/,"101 East Main Street Building #5, Suite 4",Little Falls,NJ,7424,9738908755,tedk@tedklummouthpieces.com,Ted Klum,CAD Designing / Radial and Parabolic Facing Curve Study in Saxophone Mouthpieces / Customer Relations / Handwork,Commercial Arts,,,,,,,,,,,,,,,,
"Gilsanz Murray Steficek, LLP",www.gmsllp.com,"129 West 27th Street, 5th Floor",New York City,NY,10001,212-254-0030,info@gmsllp.com,Barbara  Torgerson,Architectural Engineering,"Computer Science, Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Hackensack University Medical Center,https://www.hackensackumc.org/services/emergency-medicine/emergency-trauma/etd-research-associate-program/,30 Prospect Ave,Hackensack,NJ,7621,551-996-4409,zakir.gulam@hackensackmeridian.org,Chinwe  Ogedegbe,Research,Research/Other,,,,,,,,,,,,,,,,
Meadowlands Chamber of Commerce,https://meadowlands.org ,1099 Wall Street West,Lyndhurst,NJ,7071,2019390707,,Joseph Garravante,Public Relations,Research/Other,,,,,,,,,,,,,,,,
Yein Dental Group,http://www.yeindentalgroup.com/,306 Broad Ave # 2C,Palisades Park,NJ,7605,(201) 461-5171,yeindentalgroup@gmail.com,Eunjung  Lee,Dentistry,Medical,,,,,,,,,,,,,,,,
J Fletcher Creamer & Son,https://www.jfcson.com,101 E Broadway,Hackensack,NJ,7601,201-488-9868,christopher.schubert@jfcson.us,Christopher Schubert,Office Intern,Research/Other,,,,,,,,,,,,,,,,
Weight Wellness Center,http://www.weightwellnesscenter.com/,550 Valley Brook Ave,Lyndhurst,NJ,7071,2016362143,info@wwckids.com,Jennifer Burns Katafigiotis,Health / Wellness,Medical,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,,17 Summit St,Newark,NJ,7103,9735962444,jay.meegoda@njit.edu,Jay Meegoda,Database Applications,Research/Other,,,,,,,,,,,,,,,,
Memorial Middle School,https://www.littleferry.k12.nj.us,130 Liberty Street,Little Ferry,NJ,7643,(201) 641-6186,RPorfido@LFBOE.org,Robert Porfido,Middle School,Research/Other,,,,,,,,,,,,,,,,
Meadowlands Gymnastics Academy,https://www.meadowlandsgym.com,69 RT 17 South,Hasbrouck Heights,NJ,7604,973-246-8353,info@meadowlandsgymnastics.com,Rodrigo Pinho,"Gymnastics coach, marketing, and maintenance","Computer Science, Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Kean University,https://www.kean.edu/academics/nj-center-science-technology-and-mathematics/njcstm-faculty-staff,1000 Morris Ave,Union,NJ,7083,Search Results (908) 737-5326,coniglsa@kean.edu,Salvatore Coniglio,Laboratory Intern,Research/Other,,,,,,,,,,,,,,,,
Global Custom Source,https://globalcustomsource.com/,20 Wilsey Square,Ridgewood,NJ,7450,732-261-9891,hornstein@globalcustomsource.com,Joe Hornstein,Design and Office,Commercial Arts,,,,,,,,,,,,,,,,
Care1 Physical Therapy,,"7 Board Ave, Suite 309",Palisades Park,NJ,7650,201-313-1125,juwanhong@hotmail.com,Juwan Hong,Medical,Medical,,,,,,,,,,,,,,,,
PC Pitstop,,500 Market Street,Saddle Brook,NJ,7663,201-587-8858,pcpitstopnj@gmail.com,Mike Baykara,Computer Refurbishing and Repairing,Computer Science,,,,,,,,,,,,,,,,
Board & Brush,boardandbrush.com,119 E Main Street,Ramsey,NJ,7446,(201) 474-2181,ramsey@boardandbrush.com,Robin Hering,Design,Commercial Arts,,,,,,,,,,,,,,,,
Garfield Public Schools,gboe.org,500 Palisade Avenue,Garfield,NJ,7026,9733405010,ddonetz@gboe.org,Dawn Donetz,Guidance/School Counseling,Research/Other,,,,,,,,,,,,,,,,
Fairleigh Dickinson University Athletic Department,https://fduknights.com,1000 River Road,Teaneck,NJ,7666,201-692-2208,hurlbut@fdu.edu,Jason Young,Sports Management,Research/Other,,,,,,,,,,,,,,,,
J Fletcher Creamer & Son Inc,https://www.jfcson.com/,101 E Broadway,Hackensack,NJ,7601,201-488-9800,info@jfcson.com,Chris Schubert,Civil Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Hackensack Medical Hospital,,680 Kinderkamack Road,Oradell,NJ,7649,2013422550,not sure,Patrick Roth,Internship,Research/Other,,,,,,,,,,,,,,,,
Bergen County Communications Public Safety Operations Center,https://www.co.bergen.nj.us/communications/about-communications,285 Campgaw Road,Mahwah,NJ,7430,201-785-8554,delvecchio@bcpsoc.com,Frank  DelVecchio,Information Technology,"Computer Science, Medical",,,,,,,,,,,,,,,,
Building and Code Enforcement Department,http://cityofenglewood.org/content/9264/9272/9274/default.aspx,2-10 North Van Brunt Street,Englewood,NJ,7631,(201) 871-6642,wdeptuch@cityofenglewood.org,Walter Deputch,Building and Code Enforcement,Research/Other,,,,,,,,,,,,,,,,
Rose Brand,https://www.rosebrand.com,4 Emerson Lane,Secaucus,NJ,7094,201-809-1730,Frank.Cirone@rosebrand.com,Frank Cirone,Information Technology,"Computer Science, Medical",,,,,,,,,,,,,,,,
Aviation Hall of Fame and Museum of New Jersey,http://www.njahof.org/,400 Fred Wehran Road ,Teterboro,NJ,7608,201-288-6344,njahof@verizon.net,Ralph Villecca,Aviation History,Research/Other,,,,,,,,,,,,,,,,
Tmax Tax & Accounting,www.tmaxgroupusa.com,"385 Sylvan Ave, Suite 20",Englewood Cliffs,NJ,7632,2015683444,info@tmaxgroupusa.com,Hyungmin Cho,Accounting,Business & Finance,,,,,,,,,,,,,,,,
Toyota of Hackensack ,https://www.toyotaofhackensack.com/?utm_source=GOOGLE&utm_medium=cpc&utm_term=toyota+of+hackensack&utm_content=EAIaIQobChMI0dC7hLGA5QIVCIzICh2GRQogEAAYASAAEgIPbPD_BwE_dc&utm_campaign=Dealer+Name&siteid=SEM_GNY10_google_paidsearch&do_cmpgn=Performics&mchxk,278 River Street ,Hackensack ,NJ ,7644,2014942714,nlatino@toyotaofhackensack.con,Nick  Latino ,Car Dealership/Automotive Industry ,Automotive Engineering,,,,,,,,,,,,,,,,
"John A. Reif, Jr. Department of Civil & Environmental Engineering",https://civil.njit.edu/,"New Jersey Institute of Technology Colton Hall, Suite 200 University Heights",Newark,NJ,7102,973-596-2444,sylvana.l.brito@njit.edu,Bruno Goncalves da Silva,Civil Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Liberty Science Center,lsc.org,222 Jersey City Boulevard,Jersey City,NJ,7305,201-200-1000,volunteer@lsc.org,Juliann Muller,Liberty Science Center,Research/Other,,,,,,,,,,,,,,,,
Felician University ,felician.edu,223 Montross Avenue,Rutherford,NJ,7070,(201) 559-3626,macalpinm@felician.edu,Meliss MacAlpin,Art,Commercial Arts,,,,,,,,,,,,,,,,
"SWELL, Inc.",http://swellny.com/,77 Franklin St,New York,NY,10013,(646)397-9355,info@swellny.com,Rena Musumeci,Film Production,Research/Other,,,,,,,,,,,,,,,,
Legislative Office of Senator Loretta Weinberg,,545 Cedar Lane ,Teaneck,NJ,7666,2019280100,senweinberg@njleg.org,Debbie Francica,Politics/Public Policy,Computer Science,,,,,,,,,,,,,,,,
New Jersey Superior Court - Civil Division,https://www.njcourts.gov/courts/civil/civilvicinage.html,10 Main Street,Hackensack,NJ,7601,"201-221-0700, ext. 25551",lisa.perezfriscia@njcourts.gov,Lisa Perez-Friscia,Judicial Internship,Law,,,,,,,,,,,,,,,,
OV Babies Early Learning ,http://www.ovbabies.org,95 NJ-17,Paramus,NJ,7652,201-845-0022,ovbabies@aol.com,Odette Valdez,Daycare Center ,Research/Other,,,,,,,,,,,,,,,,
BMW of North America Corporate Headquarters,www.bmwusa.com,Chestnut Ridge Road,Woodcliff Lake,NJ,7677,(800) 831-1117,Diane.Carbone@bmwna.com,Diane Carbone,Law and Justice,Law,,,,,,,,,,,,,,,,
Bergen County Department of Planning and Engineering,https://www.co.bergen.nj.us/work-with-bergen-county/planning-and-engineering,1 Bergen County Plaza,Hackensack ,NJ,7601,201-336-6446,pkortright@co.bergen.nj.us,Peter  Kortright ,Planning and Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Bergen County Department of Planning and Engineering,,1 Bergen County Plaza # 4,Hackensack,NJ,7601,2013366446,peterkortright3@gmail.com,Peter Kortright,Planning and Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
"Cat + King LLC, Creationari Graphic Studio LLC",https://www.catandking.com,376 Hollywood Ave Suite 200,Fairfield,NJ,7004,(201) 755-8073,catandkingoffical@gmail.com,Shannon King,"Fashion, Fashion Merchandising",Fashion,,,,,,,,,,,,,,,,
New Horizon Financial ,newhorizonfinancial.com,320 Palisade Avenue ,Bogota,NJ,7603,201-489-1118,nhf@ae.CadaretGrant.com,Ed Sweeney,Business Finance,Business & Finance,,,,,,,,,,,,,,,,
Inglese Architecture + Engineering,www.inglese-ae.com,632 Pompton Ave ,cedar grove,NJ,7009,2014380081,info@inglese-ae.com,Anthony D'Agosta,Architecture,Computer Science,,,,,,,,,,,,,,,,
New Jersey Superior Court - Family Division,https://njcourts.gov/index.html,"10 Main Street, 1st Floor Rotunda",Hackensack,NJ,7601,201-221-0700 ext 25284,Alexandra.sanchez@njcourts.gov,Alexandra Sanchez,New Jersey Superior Court - Family Division,Research/Other,,,,,,,,,,,,,,,,
Marvit Dental Lab,https://www.marvitdental.com,2601 Broadway,Fair Lawn,NJ,7410,2017733082,marvitdentallab@gmail.com,Witek Glogowski,Dental ,Medical,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://www.stevens.edu,Castle Point Terrace,Hoboken,NJ,7030,857 313 9537,igor.pikovski@gmail.com,Igor Pikovski,Quantum Physics,Research/Other,,,,,,,,,,,,,,,,
Latitude Showroom,,231 W 39th street,New York,NY,10018,(212)997-8900,info@latitudeshowroom.com,Megan Freedman,Fashion Merchandising,Fashion,,,,,,,,,,,,,,,,
Rise,https://www.joinrise.co/about/,Remote,,,,(314)809-6987 ,vivian@joinrise.co,Vivian Chen ,Business,Business & Finance,,,,,,,,,,,,,,,,
New Horizon Financial Corporation,http://newhorizonfinancial.com,320 Palisade Avenue,Bogota,NJ,7603,201-489-1118,nhf@ae.cadaretgrant.com,Ed  Sweeney,Business Finance/Business Planning,Business & Finance,,,,,,,,,,,,,,,,
Ridgefield Park Animal Hospital ,https://www.ridgefieldparkvet.com/,199 Main Street,Ridgefiel Park,NJ ,7660,(201) 814-0095, rpah199@gmail.com,Magda Office Manager,Veterinary Sciences ,Research/Other,,,,,,,,,,,,,,,,
JCC Thurnauer School of Music,https://www.jccotp.org/JCC/Thurnauer_School_of_Music/JCC/Thurnauer/Thurnauer_School_of_Music.aspx?hkey=dc7261f1-fd23-4f49-8cfa-dc55529e567a,411 East Clinton Ave,Tenafly,NJ,7670,201-569-7900,mreingold@jccotp.org,Michael Reingold,Music Education,Research/Other,,,,,,,,,,,,,,,,
Bergen County Board of Commissioners,https://www.co.bergen.nj.us/bios/tracy-silna-zur,1 Bergen County Plaza # 520,Hackensack,NJ,7601,201-336-6526,Lrodriguez@co.bergen.nj.us,Tracy Zur,Public Policy/Government,Law,,,,,,,,,,,,,,,,
Lamont-Doherty Earth Observatory,https://www.ldeo.columbia.edu/,61 Rte 9W,Palisades,NJ,10964, (845) 359-2900,director@ldeo.columbia.edu,Radley Horton,"Environmental sciences, emissions, climate change",Research/Other,,,,,,,,,,,,,,,,
